is_hit,is_visualization,is_dash,start_distance,start_delay,pre_delay,mid_delay,post_delay,attack_size,attack_pattern,attack_count
0,1,0,1028,0.294,0.103,0.198,0.231,202,1,1
1,0,1,1398,0.281,0.145,0.367,0.115,177,5,2
1,1,0,827,0.624,0.36,0.755,0.392,249,2,3
1,1,1,638,0.862,0.108,0.784,0.126,183,3,4
1,0,0,739,0.377,0.197,0.26,0.518,189,4,5
1,0,0,1350,0.489,0.127,0.16,0.251,221,1,6
1,0,0,1068,0.304,0.166,0.262,0.12,197,5,7
1,0,0,746,0.366,0.157,0.42,0.131,222,1,1
1,0,1,581,0.52,0.297,0.355,0.141,218,5,2
1,0,0,680,0.301,0.143,0.718,0.613,259,2,3
1,0,1,820,0.401,0.402,0.751,0.617,260,3,4
0,0,0,801,0.388,0.3,0.657,0.547,203,4,5
1,1,1,989,0.244,0.175,0.42,0.154,196,1,6
0,0,1,610,0.238,0.478,0.212,0.374,269,3,2
0,0,0,1231,0.917,0.15,0.153,0.384,190,4,4
1,1,1,1422,0.989,0.155,0.122,0.677,206,2,5
0,0,1,1127,0.511,0.32,0.166,0.361,208,1,6
0,0,1,976,0.311,0.427,0.153,0.26,183,3,7
0,0,0,1185,0.942,0.163,0.48,0.183,186,5,8
1,0,1,1457,0.36,0.56,0.385,0.674,205,4,9
0,1,1,1017,0.507,0.203,0.619,0.65,191,2,10
1,1,1,924,0.549,0.282,0.433,0.311,223,1,11
1,1,0,1124,0.893,0.142,0.385,0.156,201,1,1
0,0,0,612,0.795,0.155,0.216,0.694,245,3,2
1,0,0,818,0.857,0.279,0.361,0.145,220,5,3
1,0,1,844,0.753,0.276,0.456,0.505,185,4,4
0,0,0,517,0.484,0.302,0.19,0.477,248,2,5
0,1,1,1029,0.537,0.187,0.414,0.301,206,1,6
1,1,1,545,0.819,0.601,0.796,0.452,263,3,7
0,1,1,1397,0.593,0.487,0.392,0.382,227,3,6
1,1,0,1327,0.741,0.138,0.64,0.266,271,2,7
1,1,1,1395,0.213,0.302,0.23,0.389,218,5,8
1,1,0,1108,0.923,0.182,0.266,0.209,191,1,9
0,0,0,573,0.871,0.55,0.755,0.697,261,3,1
1,1,1,1105,0.734,0.332,0.265,0.521,183,2,2
1,0,0,1177,0.72,0.238,0.458,0.161,222,5,3
1,1,0,573,0.359,0.334,0.463,0.14,202,1,4
1,0,1,1139,0.829,0.64,0.411,0.135,224,4,5
1,1,1,950,0.499,0.412,0.723,0.32,271,3,6
0,0,1,1016,0.693,0.63,0.573,0.254,201,2,7
1,1,1,985,0.255,0.349,0.41,0.164,205,5,8
1,0,0,1203,0.703,0.286,0.134,0.11,197,1,1
1,0,1,1297,0.597,0.316,0.167,0.663,259,3,2
1,1,1,645,0.473,0.133,0.484,0.185,216,5,3
1,0,0,784,0.691,0.482,0.661,0.371,237,3,1
1,1,0,870,0.505,0.271,0.427,0.153,260,2,2
1,0,0,694,0.246,0.371,0.361,0.308,220,5,3
0,0,0,1429,0.934,0.255,0.444,0.279,209,1,4
1,1,0,1352,0.862,0.194,0.218,0.321,215,4,5
0,1,0,502,0.505,0.142,0.852,0.249,254,3,6
0,0,0,1315,0.721,0.664,0.156,0.641,182,2,7
0,0,0,955,0.502,0.166,0.408,0.245,185,5,8
0,0,0,1469,0.476,0.258,0.474,0.282,183,1,9
0,1,0,1260,0.356,0.696,0.751,0.626,180,4,10
0,1,0,596,0.754,0.52,0.745,0.537,208,3,1
0,0,1,890,0.82,0.581,0.797,0.444,207,2,2
0,0,1,933,0.728,0.141,0.396,0.174,185,5,3
0,0,0,876,0.938,0.267,0.214,0.104,223,1,4
1,0,0,960,0.416,0.661,0.542,0.32,179,4,5
1,1,0,1147,0.413,0.226,0.702,0.582,196,4,7
0,1,0,877,0.926,0.576,0.151,0.624,261,2,1
1,0,0,945,0.834,0.522,0.703,0.112,216,4,2
1,0,0,1221,0.225,0.209,0.283,0.219,199,5,3
1,1,0,1218,0.48,0.373,0.103,0.617,209,3,4
1,0,0,1437,0.607,0.27,0.446,0.361,180,1,5
1,1,1,973,0.279,0.229,0.387,0.376,192,2,6
0,0,0,1265,0.332,0.415,0.165,0.491,185,4,7
1,0,1,1484,0.862,0.191,0.486,0.323,216,5,8
0,0,0,563,0.21,0.475,0.2,0.369,224,3,1
0,0,0,1055,0.721,0.696,0.23,0.141,258,2,2
0,1,0,1056,0.964,0.396,0.337,0.278,204,5,3
1,1,0,1364,0.41,0.197,0.32,0.174,185,1,4
1,0,0,670,0.613,0.337,0.671,0.63,198,4,5
0,1,1,1441,0.575,0.667,0.828,0.419,192,3,6
1,1,0,876,0.543,0.366,0.633,0.227,191,4,2
1,0,0,1482,0.761,0.155,0.159,0.376,180,5,3
1,0,1,840,0.803,0.532,0.705,0.137,198,3,4
1,1,0,1008,0.233,0.281,0.492,0.203,178,1,5
1,1,1,624,0.927,0.698,0.874,0.658,268,2,6
1,0,0,1392,0.363,0.26,0.472,0.462,183,4,7
1,0,0,1381,0.627,0.475,0.753,0.581,192,2,1
1,1,0,882,0.906,0.259,0.455,0.432,191,4,2
1,1,0,781,0.682,0.252,0.114,0.103,189,5,3
1,1,0,1464,0.659,0.108,0.764,0.162,268,3,4
0,0,0,1029,0.343,0.264,0.241,0.375,210,1,5
1,0,0,529,0.552,0.606,0.539,0.322,242,2,6
0,0,0,626,0.953,0.32,0.312,0.517,274,2,1
